name,lat,lng,category,city,country,googleMapsLink,note
東港正宗肉丸,22.4674475,120.4510418,台式料理,高雄,TW,http://maps.google.com/?cid=17616289961536224815,
萬丹阿慧飯湯,22.5885757,120.4914174,台式料理,高雄,TW,http://maps.google.com/?cid=13270876266040796082,
蔡家麵館,22.6786691,120.4718994,台式料理,高雄,TW,http://maps.google.com/?cid=1930158398864779875,
傘兵旗魚黑輪,22.6686888,120.4741221,台式料理,高雄,TW,http://maps.google.com/?cid=9531895781389516234,
歸來肉圓老店,22.6610244,120.5066869,台式小吃,高雄,TW,http://maps.google.com/?cid=17304739230618341527,
愛家臭豆腐,22.6689692,120.5108804,台式小吃,高雄,TW,http://maps.google.com/?cid=10375818983282432455,
秋林牛乳大王,22.6719409,120.4829974,台式料理,高雄,TW,http://maps.google.com/?cid=15063972307039073178,
丹丹漢堡建國店,22.6653629,120.4795604,台式料理,高雄,TW,http://maps.google.com/?cid=467837748003302602,
六堆客家文化園區,22.6595692,120.5568572,台式料理,高雄,TW,http://maps.google.com/?cid=11553897082425727737,
潮州牛肉福 創始店,22.5504513,120.5394514,台式料理,高雄,TW,http://maps.google.com/?cid=6625638511278010507,
林記肉粿,22.4652099,120.451079,台式料理,高雄,TW,http://maps.google.com/?cid=458461403311060951,
佳吉碳烤饅頭,22.4675871,120.4504603,台式料理,高雄,TW,http://maps.google.com/?cid=16044547113462773388,
葉家肉粿,22.4648797,120.4489325,台式料理,高雄,TW,http://maps.google.com/?cid=9179231574269041490,
福灣巧克力 FuWan Chocolate,22.4589117,120.482624,台式料理,高雄,TW,http://maps.google.com/?cid=15805336578716528781,
大叔叔廚房,22.3682834,120.5935615,台式料理,高雄,TW,http://maps.google.com/?cid=10091124643060545597,
林媽媽綠豆蒜,22.0722222,120.7125,台式料理,,TW,http://maps.google.com/?cid=12625413280058487277,
正記 黃家綠豆蒜,22.0702841,120.7129428,台式料理,,TW,http://maps.google.com/?cid=10554203598639739269,
正老牌潮州冷熱冰,22.5513571,120.5399976,冰品,高雄,TW,http://maps.google.com/?cid=3671285243954900114,
文記肉圓,22.551206,120.5404486,台式小吃,高雄,TW,http://maps.google.com/?cid=5287632826844725209,
百年老店 阿婆炒粿仔,22.5486673,120.539717,台式料理,高雄,TW,http://maps.google.com/?cid=9106047140211879199,
阿卿姐飯湯,22.4599814,120.4506972,台式料理,高雄,TW,http://maps.google.com/?cid=3642807676840479209,
蔣老爹愛吃鍋,25.0443391,121.551251,台式料理,台北,TW,http://maps.google.com/?cid=9594098144910895399,
如意堂家常菜,25.0846195,121.5215797,台式料理,台北,TW,http://maps.google.com/?cid=4995248979906218822,
阿興生魚片/A-Shin Sashi mi,21.9515513,120.7408959,台式料理,,TW,http://maps.google.com/?cid=18123734991712112724,
秀英肉粿,22.4722009,120.4601825,台式料理,高雄,TW,http://maps.google.com/?cid=17533187388434715321,
牛大福｜屏東潮州 全牛料理、沙茶火鍋,22.554949,120.5372793,火鍋,高雄,TW,http://maps.google.com/?cid=9963243765584784670,
魚君 さかなくん 總本店,25.0394444,121.5552778,台式料理,台北,TW,http://maps.google.com/?cid=4807816268650094009,
臨洋港生猛活海鮮長安店,25.0482986,121.5290074,海鮮料理,台北,TW,http://maps.google.com/?cid=6383387855649059152,
香港鑫華茶餐廳,25.0315368,121.5285299,港式冰室,台北,TW,http://maps.google.com/?cid=16171768365394638089,
山海豆花,25.0292166,121.5297367,台式料理,台北,TW,http://maps.google.com/?cid=13620648875939891987,
好公道金雞園,25.0307503,121.529454,台式料理,台北,TW,http://maps.google.com/?cid=12443558991049001938,
湮鯱,25.044533,121.5431592,台式料理,台北,TW,http://maps.google.com/?cid=6231826681935073427,
林美如 海鮮 熱炒 燒烤 酒場,25.044994,121.5427726,海鮮料理,台北,TW,http://maps.google.com/?cid=10875611888787668258,
Melting Finger 韓國馬卡龍專賣店(忠孝店),25.0432342,121.5444385,韓式料理,台北,TW,http://maps.google.com/?cid=11860253608552696814,
宜蘭口福 小籠湯包 宜蘭在地美食,24.7488063,121.7487315,上海料理,宜蘭,TW,http://maps.google.com/?cid=6449152820324848349,
Bagel Land,37.5554873,126.9259767,韓式料理,首爾,KR,http://maps.google.com/?cid=8538013798553572912,
豚壽百,37.5568766,126.9252693,韓式料理,首爾,KR,http://maps.google.com/?cid=8654896397275182277,
輕靚美 健康餐盒x機能蔬果飲 信義世貿店 排毒瘦身LINE開團,25.0318475,121.5581986,台式料理,台北,TW,http://maps.google.com/?cid=9823269015867174030,
路易奇電力公司 復興電廠,25.0443179,121.5443903,台式料理,台北,TW,http://maps.google.com/?cid=3749327556087747341,
多摩食堂,25.110864,121.5301959,台式料理,台北,TW,http://maps.google.com/?cid=10312936600117429438,
暮煙muyan yakiniku,25.0573745,121.5242121,燒肉/燒烤,台北,TW,http://maps.google.com/?cid=7730034200115259395,
83獬豸,35.1580029,129.0611124,韓式料理,釜山,KR,http://maps.google.com/?cid=7659985917474245629,
Hyodonsig,33.2634774,126.6210915,韓式料理,濟州,KR,http://maps.google.com/?cid=2539021226027162245,
菜板豚,33.5155556,126.5266667,韓式料理,濟州,KR,http://maps.google.com/?cid=8173272112683596569,
BT BURGER.新地點裝潢中，裝潢好會再另行公告🙏🏻感謝,25.0668183,121.4979605,台式料理,台北,TW,http://maps.google.com/?cid=3167150171885031163,
梨花大苑이화대원/高品質吃到飽《美食推薦》炭火燒肉｜親子餐廳｜淡水觀光｜聚餐場地｜生日推薦｜約會餐廳｜寵物友善｜捷運美食｜,25.1704526,121.4490773,交通節點,台北,TW,http://maps.google.com/?cid=354796587117902689,
參元豚研究所,24.1157028,120.6760568,台式料理,台中,TW,http://maps.google.com/?cid=9097417440579758032,
Doldam Black Pork,33.486769,126.4908622,韓式料理,濟州,KR,http://maps.google.com/?cid=11640732496179480871,
熟成到(濟州總店),33.4873082,126.4891975,韓式料理,濟州,KR,http://maps.google.com/?cid=5854162730820845842,
喫飯食堂,25.032338,121.529477,台式料理,台北,TW,http://maps.google.com/?cid=17120914619003283662,
穀雨鳥甜點工作室,25.048396,121.54148,甜點,台北,TW,http://maps.google.com/?cid=16981409245409108065,
集客人間茶館-三越店,25.0513879,121.521592,台式料理,台北,TW,http://maps.google.com/?cid=3596290414060850576,
王記排骨酥湯,25.0255496,121.5172262,台式料理,台北,TW,http://maps.google.com/?cid=16639033033986971192,
魚仔麵（鯛白湯),25.0623505,121.5246992,台式料理,台北,TW,http://maps.google.com/?cid=11240587707591841302,
峨嵋川菜餐廳,25.0154042,121.5325493,台式料理,台北,TW,http://maps.google.com/?cid=5454511776552876943,
金嘟美食站,25.0070592,121.5228937,台式料理,台北,TW,http://maps.google.com/?cid=6351244173018878970,
台灣鮮魚湯復國店,23.0100934,120.2463043,台式料理,台南,TW,http://maps.google.com/?cid=3559469090578447563,
阿埔哩臭豆腐,23.0007669,120.2566859,台式小吃,台南,TW,http://maps.google.com/?cid=7254317026635463752,
捷克公寓,25.022175,121.5543671,台式料理,台北,TW,http://maps.google.com/?cid=4114786674779444358,
波濤小料理｜新*炸雞丼｜厚切炸豬排 • 丼飯,25.0205165,121.5524211,豬排,台北,TW,http://maps.google.com/?cid=13905835628339514611,
一丁堂拉麵,25.0221193,121.550258,拉麵,台北,TW,http://maps.google.com/?cid=12565173849484094503,
花娘小館（創始店）,25.0548637,121.5505647,台式料理,台北,TW,http://maps.google.com/?cid=17779556962795561145,
忠南飯館,25.0375693,121.539034,台式料理,台北,TW,http://maps.google.com/?cid=12805082419547874405,
Celebread,25.0342007,121.5514139,麵包坊,台北,TW,http://maps.google.com/?cid=1567267029423546899,
溫州街蘿蔔絲餅達人,25.0262472,121.5303704,台式料理,台北,TW,http://maps.google.com/?cid=14220416684892591338,
陳記燒臘,25.0399657,121.5322982,港式/粵菜,台北,TW,http://maps.google.com/?cid=18168763201356692850,
芝鄉涼麵,25.0255244,121.5450476,台式料理,台北,TW,http://maps.google.com/?cid=3680479522726671787,
拉麵魚堺-大安店,25.0266536,121.5394228,拉麵,台北,TW,http://maps.google.com/?cid=7358334707964100239,
排隊拉麵 人類みな麵類,34.7255026,135.499257,拉麵,大阪,JP,http://maps.google.com/?cid=6418836266917594457,
湘民小館,25.0495346,121.5551648,台式料理,台北,TW,http://maps.google.com/?cid=8263101820733687390,
山東小館,24.9735069,121.5313709,台式料理,台北,TW,http://maps.google.com/?cid=4673981156985135059,
旺旺來泰味小吃、泰式料理（ร้านหงส์ไทย อาหารตามสั่ง）各式東南亞泰國雜貨,24.1768418,120.5054467,泰式料理,台中,TW,http://maps.google.com/?cid=8177553011065631717,
硫磺 Sulfur｜咖啡｜奶昔｜美式療癒食物｜早午餐｜法國吐司｜寵物友善,25.0406509,121.5514033,咖啡廳,台北,TW,http://maps.google.com/?cid=3973476501595638467,
從這裡開始燒肉 難波店,34.6635353,135.5026748,燒肉/燒烤,大阪,JP,http://maps.google.com/?cid=2803295045817613867,
Mako and Yasube Seafood restaurant,41.772713,140.72557,海鮮料理,,JP,http://maps.google.com/?cid=8112174155256162790,
台韓民國 韓式燒肉店,25.0424395,121.5527265,燒肉/燒烤,台北,TW,http://maps.google.com/?cid=14672840419335683386,
胃太小私房菜,25.1029514,121.5233795,台式料理,台北,TW,http://maps.google.com/?cid=17906242662234299992,
有有1969,25.0490296,121.542072,台式料理,台北,TW,http://maps.google.com/?cid=14149054633695520397,
川珍鰻魚專賣店,25.1112513,121.5296298,鰻魚料理,台北,TW,http://maps.google.com/?cid=17778149785815535120,
unDer lab,25.0387838,121.5555312,台式料理,台北,TW,http://maps.google.com/?cid=14432597221323992190,
The Fridge bar,25.0359459,121.5577753,台式料理,台北,TW,http://maps.google.com/?cid=9237406703925313991,
Kashoku,25.0281937,121.5504379,台式料理,台北,TW,http://maps.google.com/?cid=7823800191178186359,
楊婆婆麵粉煎豆花,24.7503478,121.7505826,台式料理,宜蘭,TW,http://maps.google.com/?cid=13145334460741984562,
Arang雅朗韓食堂,25.0073648,121.5127674,台式料理,台北,TW,http://maps.google.com/?cid=17949848609147510105,
老張家自助石頭火鍋-台北石頭火鍋 台北宵夜 松山美食 松山火鍋 松山鍋物 南京三民美食,25.048108,121.5586394,火鍋,台北,TW,http://maps.google.com/?cid=15753980241744415624,
拉麵 辻,34.6828222,135.5158505,拉麵,大阪,JP,http://maps.google.com/?cid=95778445716286493,
DOTONBORI KUROFUNE Nagahoribashi,34.6732312,135.5054735,日式料理,大阪,JP,http://maps.google.com/?cid=18143938791038519204,
純情酒場ロマンス お初天神店,34.7004068,135.5004888,日式料理,大阪,JP,http://maps.google.com/?cid=7689579830549797846,
ABC-MART GRAND STAGE UMEDA Shop,34.7047808,135.4995344,日式料理,大阪,JP,http://maps.google.com/?cid=16649365010930419719,
Makino 難波千日前店,34.6664593,135.5019007,日式料理,大阪,JP,http://maps.google.com/?cid=15203998873125917188,
Gyukatsu Tomita,34.6627484,135.5039325,日式料理,大阪,JP,http://maps.google.com/?cid=5283956538724007843,
Tori Soba ZAGIN Main Shop,34.6896133,135.4950563,蕎麥麵,大阪,JP,http://maps.google.com/?cid=6838999796133111039,
Onigiri Gorichan,34.6758595,135.5021961,日式料理,大阪,JP,http://maps.google.com/?cid=17789062171442119345,
千代松勝蓋飯,34.6682661,135.5052931,日式料理,大阪,JP,http://maps.google.com/?cid=5566763727910966840,
Takoyaki Wanaka Dotonbori,34.6687742,135.5027298,日式料理,大阪,JP,http://maps.google.com/?cid=2130839552230731987,
Ramen KAZUYA,34.6640596,135.5062143,拉麵,大阪,JP,http://maps.google.com/?cid=4736180474910781539,
超豚骨 濃度8,34.6671348,135.5102707,日式料理,大阪,JP,http://maps.google.com/?cid=6945570105545664609,
若狹家 南海難波店,34.6651898,135.5024171,日式料理,大阪,JP,http://maps.google.com/?cid=4938633323806765719,
Kamaiki,34.6829636,135.8288214,日式料理,奈良,JP,http://maps.google.com/?cid=7976139392387424657,
宇治上神社,34.8919274,135.8112954,景點,京都,JP,http://maps.google.com/?cid=1252017123913850719,
烤肉 馬烏姆 京都木屋町店,35.0071771,135.7699247,燒肉/燒烤,京都,JP,http://maps.google.com/?cid=16734595448149708546,
京都 炸牛 元村 三條河原町店,35.0088415,135.7711361,日式料理,京都,JP,http://maps.google.com/?cid=17235762352346297654,
neel nakazakicho,34.7087745,135.5034573,日式料理,大阪,JP,http://maps.google.com/?cid=17952910838583353217,
Kyoto Tonkatsu Katsuda Shijo Kawaramachi,35.0023084,135.7694669,豬排,京都,JP,http://maps.google.com/?cid=9939499206553147358,
Kyoto Tonkatsu Katsuda Shijokarasuma,35.0012535,135.7594566,豬排,京都,JP,http://maps.google.com/?cid=12620070692181449152,
Shinagawa-tei,35.0048494,135.7638958,日式料理,京都,JP,http://maps.google.com/?cid=3412043158272635594,
游玄亭 京都 (敘敘苑旗下),35.0038857,135.7627241,日式料理,京都,JP,http://maps.google.com/?cid=7539679955670044693,
Kamehameha,35.0056588,135.7667325,日式料理,京都,JP,http://maps.google.com/?cid=5296717786896467454,
Kamose Coffee Market,35.0038463,135.7673249,咖啡廳,京都,JP,http://maps.google.com/?cid=13182067890654707376,
HOO Kyoto,35.0161371,135.7532335,日式料理,京都,JP,http://maps.google.com/?cid=13380409145319011743,
Kyo no Ajitokoro Uemura,34.996638,135.781325,日式料理,京都,JP,http://maps.google.com/?cid=14706845644219677496,
五穀豐收的茶屋飯 五木茶屋 清水店,34.9980747,135.7807717,日式料理,京都,JP,http://maps.google.com/?cid=629456816888359136,
GOKAGO,34.9956509,135.7818524,日式料理,京都,JP,http://maps.google.com/?cid=9995371556413413334,
loose kyoto,34.9970551,135.7790149,日式料理,京都,JP,http://maps.google.com/?cid=17982665652019351174,
% ARABICA 京都藤井大丸店,35.003348,135.766698,咖啡廳,京都,JP,http://maps.google.com/?cid=2112438859294084051,
Pan nochi Hare,35.0440781,135.7869043,日式料理,京都,JP,http://maps.google.com/?cid=2557483575797074795,
koé donuts 京都,35.0042538,135.7672811,日式料理,京都,JP,http://maps.google.com/?cid=17206890635769598935,
Kurasu Kyoto Stand,34.9863776,135.7538511,日式料理,京都,JP,http://maps.google.com/?cid=6876186519374092049,
POOH,34.9875781,135.7550694,日式料理,京都,JP,http://maps.google.com/?cid=2482426143198132300,
COYOTE the ordinary shop,34.986431,135.7554854,日式料理,京都,JP,http://maps.google.com/?cid=7511719627789971096,
Flip up!,35.012348,135.7582654,日式料理,京都,JP,http://maps.google.com/?cid=1433691585870325580,
伍拾壹製麵所 IKR51,34.6765979,135.5010851,日式料理,大阪,JP,http://maps.google.com/?cid=3869195006483375875,
Yakiniku Kitan Hozenji,34.6682611,135.5024138,燒肉/燒烤,大阪,JP,http://maps.google.com/?cid=13140825946052633429,
Onigiri Gorichan,34.7071179,135.5058786,日式料理,大阪,JP,http://maps.google.com/?cid=5273802679295432360,
Gyutan Charcoal grilled YOSHIJI Shinsaibashi branch,34.671683,135.50205,日式料理,大阪,JP,http://maps.google.com/?cid=4744756988361089619,
Onimaru Kyoto Shijo Kawaramachi,35.0038296,135.7674332,日式料理,京都,JP,http://maps.google.com/?cid=12250165653626586099,
前田珈琲 室町本店,35.0062102,135.7592874,咖啡廳,京都,JP,http://maps.google.com/?cid=16397860348723476741,
Takomasu,35.0061144,135.7670726,日式料理,京都,JP,http://maps.google.com/?cid=8789508917722913252,
一保堂茶舖 京都本店,35.0144485,135.7673381,日式料理,京都,JP,http://maps.google.com/?cid=15086512250717214680,
麵屋 豬一 離れ,34.9999817,135.763261,日式料理,京都,JP,http://maps.google.com/?cid=9308459117682630403,
Maruki Bakery,34.9986932,135.7503047,麵包坊,京都,JP,http://maps.google.com/?cid=16849004629883831225,
Chikasada,34.9806707,135.9088252,日式料理,京都,JP,http://maps.google.com/?cid=5594718431950646598,
Tenyou Yamashina,34.9910185,135.8159741,日式料理,京都,JP,http://maps.google.com/?cid=4874857636368989417,
Kazariya,35.045185,135.742778,日式料理,京都,JP,http://maps.google.com/?cid=8528943179837976855,
Kyo Unawa Honten,35.0042843,135.7635572,日式料理,京都,JP,http://maps.google.com/?cid=4002677151990378306,
Gorichan,34.7037239,135.5032994,日式料理,大阪,JP,http://maps.google.com/?cid=17877513488187555451,
soba MAREN Nakazakityo,34.7066902,135.5040077,蕎麥麵,大阪,JP,http://maps.google.com/?cid=6308963655462019790,
烏龍麵屋 きすけ,34.7093633,135.5014799,烏龍麵,大阪,JP,http://maps.google.com/?cid=10066177275254514697,
grenier Umeda branch,34.7035422,135.4991909,日式料理,大阪,JP,http://maps.google.com/?cid=4885162933966756039,
Ramen Great War Senba Shinsaibashi Branch,34.6791322,135.5015166,拉麵,大阪,JP,http://maps.google.com/?cid=8915440512334384111,
MUGEN Ramen Shinsaibashi Store,34.677504,135.5015626,拉麵,大阪,JP,http://maps.google.com/?cid=13729075848653212176,
鳶人海鮮豚骨拉麵（原麵嶼魚）,25.1281003,121.7403302,拉麵,基隆,TW,http://maps.google.com/?cid=9517167481077224473,
火紅手桿麵,25.0204019,121.5541516,台式料理,台北,TW,http://maps.google.com/?cid=9199469088921485221,
蘇阿姨比薩屋,25.0391419,121.5574355,台式料理,台北,TW,http://maps.google.com/?cid=5753864442734266646,
麵屋鶴立,25.0535571,121.5185093,台式料理,台北,TW,http://maps.google.com/?cid=3958736768808419216,
藍瓶咖啡 梅田茶屋町店,34.7078018,135.4982278,咖啡廳,大阪,JP,http://maps.google.com/?cid=4517156398101501590,
燒肉の名門 赤虎-信義安和店,25.033807,121.5527774,燒肉/燒烤,台北,TW,http://maps.google.com/?cid=10858382462277704466,
千日前道具屋筋商店街,34.6640141,135.5035063,其他,大阪,JP,http://maps.google.com/?cid=17351108576031900875,
燒肉力丸_千日前店,34.6668024,135.5034218,燒肉/燒烤,大阪,JP,http://maps.google.com/?cid=6633647692440524464,
烧肉麻吕 心斋桥店,34.6718433,135.5058198,日式料理,大阪,JP,http://maps.google.com/?cid=2474908286054928800,
和牛焼肉モウモウ 南堀江店,34.6716628,135.4937964,燒肉/燒烤,大阪,JP,http://maps.google.com/?cid=3529873296434554135,
Shokudo Days,35.0022493,135.7695881,日式料理,京都,JP,http://maps.google.com/?cid=2582706877825309694,
藍瓶 京都店,35.0113797,135.7894944,日式料理,京都,JP,http://maps.google.com/?cid=4994698723508320687,
芝玫蛋糕店,25.1075897,121.5276666,甜點,台北,TW,http://maps.google.com/?cid=1078267040505832838,
一頭牛日式燒肉 清酒 公益店-南屯必吃燒烤|人氣燒肉|熱門燒肉|必吃燒肉|特色燒肉|燒肉首選|燒肉專門店|在地推薦餐廳,24.1510029,120.6476787,燒肉/燒烤,台中,TW,http://maps.google.com/?cid=15114916852536441074,
Hyoki Shabu-shabu Ginza Main Store,35.666807,139.7651701,火鍋,東京,JP,http://maps.google.com/?cid=7574950733378578132,
壽司三昧,35.6676995,139.7723854,壽司,東京,JP,http://maps.google.com/?cid=6932903109591816067,
"Tsukiji Sushicho, Main Store",35.6678345,139.7725646,壽司,東京,JP,http://maps.google.com/?cid=3055242160569654536,
Tsumugi,35.6672304,139.7723019,景點,東京,JP,http://maps.google.com/?cid=8946095540022070834,
Tsukiji Unitora Nakadori,35.6655793,139.7705094,日式料理,東京,JP,http://maps.google.com/?cid=7867844631688192504,
Tsukiji Itadori Bekkan,35.665613,139.7703696,日式料理,東京,JP,http://maps.google.com/?cid=5124312734786734946,
Taneichi,35.6657285,139.7701398,日式料理,東京,JP,http://maps.google.com/?cid=17550228061363924986,
Tsukiji Kanno｜Sushi Kaisen Omakase,35.6658557,139.7700083,壽司,東京,JP,http://maps.google.com/?cid=13975953238522131833,
築地牛武 TSUKIJI USHITAKE,35.6652598,139.7698804,日式料理,東京,JP,http://maps.google.com/?cid=2070360733613975283,
黑銀鮪屋,35.6653156,139.769844,日式料理,東京,JP,http://maps.google.com/?cid=8431770654714236915,
築地壽司清 築地新館,35.6652455,139.7709061,壽司,東京,JP,http://maps.google.com/?cid=16064823604115379389,
MATCHA STAND MARUNI 東京築地,35.6651248,139.7710357,抹茶甜點,東京,JP,http://maps.google.com/?cid=15615198792895363108,
Hokkai Banya,35.6649013,139.7707299,日式料理,東京,JP,http://maps.google.com/?cid=6738326555421003066,
鮨國,35.6648623,139.7706727,壽司,東京,JP,http://maps.google.com/?cid=8026928846518979703,
築地青空三代目 本店,35.6649843,139.7705353,日式料理,東京,JP,http://maps.google.com/?cid=2998448531215099851,
Seafood Restaurant Seagen,35.6649205,139.7704994,海鮮料理,東京,JP,http://maps.google.com/?cid=1991547066170749955,
築地壽司清 築地本店,35.6648282,139.7704422,壽司,東京,JP,http://maps.google.com/?cid=13533179521417656094,
Tsukiji Kagura Sushi,35.6647094,139.7704808,壽司,東京,JP,http://maps.google.com/?cid=15688136524688533528,
壽司富,35.6642303,139.7709863,壽司,東京,JP,http://maps.google.com/?cid=12287139979527107570,
築地 壽司大本館,35.664581,139.7723,壽司,東京,JP,http://maps.google.com/?cid=12703375602748450933,
Katsuhei,35.6650282,139.7739974,日式料理,東京,JP,http://maps.google.com/?cid=1136110032240644835,
Tsukiji Hajime Sengyoten,35.6652277,139.7754627,日式料理,東京,JP,http://maps.google.com/?cid=4352309768545167672,
炸牛排 京都勝牛 友都八喜Akiba店,35.6987115,139.7746113,西式料理,東京,JP,http://maps.google.com/?cid=14309534363952987822,
とんかつ山家 御徒町店,35.7082932,139.7754421,豬排,東京,JP,http://maps.google.com/?cid=11052182566575589362,
一頭牛燒肉 房家,35.7088053,139.7760391,燒肉/燒烤,東京,JP,http://maps.google.com/?cid=15634140585030683104,
上野 藪蕎麥,35.7101954,139.7754618,蕎麥麵,東京,JP,http://maps.google.com/?cid=1033315330731136427,
日式甜品 みはし 本店,35.7103263,139.773975,甜點,東京,JP,http://maps.google.com/?cid=1748752640190293635,
炸牛 元村 上野店,35.7104455,139.7744533,日式料理,東京,JP,http://maps.google.com/?cid=6534178951041514028,
Tsukishimamonja Moheji Uenobunten,35.7101036,139.7746348,日式料理,東京,JP,http://maps.google.com/?cid=17715008893652835696,
肉の大山 上野店,35.7103925,139.7752423,日式料理,東京,JP,http://maps.google.com/?cid=15433152325773696353,
三浦三崎港 上野店,35.71091,139.7749875,日式料理,東京,JP,http://maps.google.com/?cid=12900281646997019947,
紅鶴,35.7119043,139.7918816,日式料理,東京,JP,http://maps.google.com/?cid=6236813020373834353,
泥鰍 飯田屋,35.7140346,139.7915797,日式料理,東京,JP,http://maps.google.com/?cid=14935657015425280822,
淺草今半 國際通本店,35.7139345,139.7922291,日式料理,東京,JP,http://maps.google.com/?cid=4622158629264349144,
Hontosaya,35.7143719,139.7920081,日式料理,東京,JP,http://maps.google.com/?cid=5237813721424163732,
LUXE BURGERS & Sunny's Table Asakusa,35.7117697,139.7946777,日式料理,東京,JP,http://maps.google.com/?cid=9352932899047270337,
Tonkatsu Yutaka,35.7117681,139.7940703,豬排,東京,JP,http://maps.google.com/?cid=13766855796925682427,
Washoku Gyuuna yadoki Asakusa,35.7122411,139.7936704,日式料理,東京,JP,http://maps.google.com/?cid=9183275161582306117,
豚骨 富士拉麵,35.7124291,139.7923756,拉麵,東京,JP,http://maps.google.com/?cid=12912796463774259417,
烤鰻 やっこ,35.7115264,139.7923968,鰻魚料理,東京,JP,http://maps.google.com/?cid=15354244787185090977,
Tonkatsu Oribe,35.7114476,139.7929419,豬排,東京,JP,http://maps.google.com/?cid=9318899785483822535,
連鎖平價天丼 天屋,35.7114847,139.7928011,日式料理,東京,JP,http://maps.google.com/?cid=3811576022984190020,
KOBE BEEF DAIA SUSHIYA DORI,35.7118228,139.7931397,壽司,東京,JP,http://maps.google.com/?cid=68147949167242338,
Edosada,35.7116409,139.7933424,日式料理,東京,JP,http://maps.google.com/?cid=6328897655605274692,
Seafood Monja Mosuke,35.7112687,139.7943885,海鮮料理,東京,JP,http://maps.google.com/?cid=18331863953990454302,
GYUKATSU Kyoto Katsugyu Asakusa Orange Street,35.7115624,139.7946334,日式料理,東京,JP,http://maps.google.com/?cid=5853454389390929126,
Ninja Yakiniku Wagyu Asakusa Halal Restaurant |忍者焼肉浅草支店,35.7116961,139.7946535,燒肉/燒烤,東京,JP,http://maps.google.com/?cid=730071603546219408,
Misojyu,35.7116123,139.7937274,日式料理,東京,JP,http://maps.google.com/?cid=14709696794573405707,
Monblanc,35.7114716,139.7934608,日式料理,東京,JP,http://maps.google.com/?cid=9159692825412977615,
洋食 ヨシカミ,35.712937,139.7937569,日式料理,東京,JP,http://maps.google.com/?cid=8503093811128313159,
Asakusa Monjayaki Monrō,35.7129748,139.7940607,日式料理,東京,JP,http://maps.google.com/?cid=10955846176832927390,
和菓子 楓 本店,35.7128852,139.7942591,日式料理,東京,JP,http://maps.google.com/?cid=2493940486326556058,
Asakusa Monja Mokichi,35.7152166,139.7939846,日式料理,東京,JP,http://maps.google.com/?cid=6563894391414269210,
北海道牛奶冰室 淺草咖啡廳,35.714649,139.7945632,咖啡廳,東京,JP,http://maps.google.com/?cid=235131317981335734,
淺草 花月堂 本店,35.7146332,139.7951685,日式料理,東京,JP,http://maps.google.com/?cid=4451824583051951723,
Mr. Danger,35.7162628,139.7958135,日式料理,東京,JP,http://maps.google.com/?cid=1290681238307670258,
Suzukien Asakusa matcha gelato,35.7163436,139.7969391,冰品,東京,JP,http://maps.google.com/?cid=1927186369537713749,
拉麵弁慶 本店,35.7151857,139.8007913,拉麵,東京,JP,http://maps.google.com/?cid=13726204848511598081,
Chinya,35.7150136,139.8013741,日式料理,東京,JP,http://maps.google.com/?cid=11896227763841481300,
八十八良葉舍 淺草,35.7145375,139.8014641,日式料理,東京,JP,http://maps.google.com/?cid=11813678027075621249,
Kaminari Issa,35.7141368,139.7985569,日式料理,東京,JP,http://maps.google.com/?cid=15135817584422196320,
Tonkatsu Toyama,35.7125072,139.7984392,豬排,東京,JP,http://maps.google.com/?cid=14585479970548691751,
Asakusa Yakiniku Tanki,35.712208,139.798065,燒肉/燒烤,東京,JP,http://maps.google.com/?cid=6961889510479732379,
Unatoto Asakusa,35.712015,139.797945,日式料理,東京,JP,http://maps.google.com/?cid=12446000319468350978,
渡邊拉麵 淺草店,35.7120269,139.7974693,拉麵,東京,JP,http://maps.google.com/?cid=16165123361584782654,
Nyorosuke Tatsumiya Asakusa,35.7120083,139.79719,日式料理,東京,JP,http://maps.google.com/?cid=1661225864636049537,
蕎麥麵 十和田 本店,35.7120635,139.7971844,蕎麥麵,東京,JP,http://maps.google.com/?cid=5556580114243617759,
黑毛和牛 Ichinoya 浅草店,35.7122837,139.7972069,日式料理,東京,JP,http://maps.google.com/?cid=15262492583969157707,
Tsukishima Monja Okoge Asakusa,35.7125187,139.7972586,日式料理,東京,JP,http://maps.google.com/?cid=2674225321120368800,
今半別館,35.7131382,139.7969276,日式料理,東京,JP,http://maps.google.com/?cid=11596091792119117227,
大正ロマン館,35.7128921,139.7967384,日式料理,東京,JP,http://maps.google.com/?cid=4715643615027808330,
淺草梅園,35.7123684,139.7962543,日式料理,東京,JP,http://maps.google.com/?cid=11034619643483869312,
Asadori,35.71221,139.7963285,日式料理,東京,JP,http://maps.google.com/?cid=5537105862396716883,
淺草炸肉餅,35.7129114,139.7960553,日式料理,東京,JP,http://maps.google.com/?cid=11520710359969543878,
淺草 壽司賢,35.7139423,139.7926478,壽司,東京,JP,http://maps.google.com/?cid=18420165238113211486,
立食壽司 日向丸,35.7115938,139.7960536,壽司,東京,JP,http://maps.google.com/?cid=6611446447508385988,
海幸壽司店,35.6789829,139.8275448,壽司,東京,JP,http://maps.google.com/?cid=9249130656633539135,
迴轉壽司 Toriton 東京晴空塔・晴空街道店,35.7100517,139.8129244,甜點,東京,JP,http://maps.google.com/?cid=5860161407130255729,
Qu'il fait bon,35.710134,139.8114516,日式料理,東京,JP,http://maps.google.com/?cid=5744773059387865723,
